tweet_text_cleaned,user_description_cleaned,source,original_tid,u_id,label,is_synthetic,model
RT {{MENTION}}: We see a coming together of heaven & earth unfold in the near future. With the pulling back of the curtain on the No-Form…,"#FBR Pre/Perinatal Psychologist, Ecoactivist; Author of Planetmates; Psychology of Apocalypse, Funny God; Who To Be; Falls from Grace; 8 more at {{URL}}",follower_32,t_1545318930704580609,169,0,0,original
Remember when lice was the worst thing kids could bring home? I miss those days. {{URL}},,seed_r1,t_1478108964000727040,1142,0,0,original
"Extremely flawed article, {{MENTION}}:  all ivory found at customs is seized incl. your aunt Minnie's earrings.   {{URL}}","Opposing CT hb5578,  MA h1275, RI2796 which ban antique ivory.  Save elephants without violating property rights, gun rights, art, history and culture.",seed_r1,t_714272975776792577,2,0,0,original
"If you're sitting a Propertymark Qualifications exam soon, it's important to make sure you're prepared - so here's our advice for tackling your Propertymark Qualifications exams head on {{URL}}",NAVA Propertymark auctioneers and valuers have the highest professional standards so customers can benefit from independent redress and client money protection.,follower_107,t_1102140322254110721,883,0,0,original
Check out Vintage Cameo Brooch Pin Rose Resin Black and Ivory Color {{URL}},Life isn't about finding yourself. Life is about creating yourself. - George Bernard Shaw {{URL}},following_1,t_1057099324881027072,84,0,0,original
RT {{MENTION}}: The late actress Yootha Joyce was born today in 1927. Here she is pictured with the rest of the Man About the House ca…,,follower_111,t_1561759039729672194,782,0,0,original
Excited to share the latest addition to my #etsy shop: Vintage Floral Lidded Vegetable Bowl Multicolored Flowers Covered Serving Dish W H Grindley Co Windsor Ivory Series England PanchosPorch {{URL}} #green #panchosporch #collectiblevtg #vintagehomedeco {{URL}},,seed_r1,t_1460713928204431366,6,0,0,original
Ivory Fantasy Japan Dinner Plates Set of 4 by EstateFinds4U2 {{URL}} via {{MENTION}},"Online sales: Vintage collectibles, glass, pottery, jewelry & more! {{URL}}",follower_74,t_374522540313415680,82,0,0,original
When someone tries to flirt with bae {{URL}},I buy shit I don’t want to sell it to people that DO want it for more ... so I can buy shit I want.,follower_16,t_468133187018059777,208,0,0,original
"The morning arrives with a time change, shadows and light, calm reflection... setting the tone for new possibilities. Welcome to November. {{URL}}","Lake Dweller, Nature Lover, Music Maker, Story Teller, loving life on the beautiful South Shore of Nova Scotia.",following_25,t_1322886105260302338,180,0,0,original
"{{MENTION}} You’re right Gyles, as ever. I’m currently standing in a pub! Dx",BBC TV Presenter - Antiques Broker - Speaker - Artist - Auctioneer. New Antiques Channel on YouTube: {{URL}},following_39,t_1291425657382150144,234,0,0,original
"RT {{MENTION}}: “The conclusion of the [hero's] cycle occurs when the ‘hero,’ meaning everywoman/ everyman, returns to his or her society…","#FBR Pre/Perinatal Psychologist, Ecoactivist; Author of Planetmates; Psychology of Apocalypse, Funny God; Who To Be; Falls from Grace; 8 more at {{URL}}",follower_32,t_1540598591923691520,169,0,0,original
BelRobotics / BelRobotics Golf Bigmow1 IT VIDEO {{URL}},{{URL}} Robotics AI Web Robótica e IA #Robotics #AI #Machining #MachineLearning #Automation 🇪🇸🇬🇧🇦🇪🇮🇳🇨🇳🇦🇷🇧🇪🇧🇷🇨🇦🇩🇪🇫🇷🇮🇹🇯🇵🇰🇷🇺🇸,following_29,t_1052194074860511232,199,0,0,original
"Emma Shapplin - Voice of an Angel -🎼 ""Cuerpo sin alma"" {{URL}} via {{MENTION}}",Art Historian/Researcher specialising connoisseurship & scientific research leading to the rediscovery of lost masterpieces by the great masters of art history.,following_45,t_1423672189853724682,865,0,0,original
"For your viewing pleasure, or horror. Michael Moore discovers chemicals in just about everything we buy. Check... {{URL}}",,follower_16,t_861456055649280001,260,0,0,original
Roses are red ❤️❤️❤️❤️ #roses #redroses #rosesarered #12redroses #flowersofinstagram #spolit #gorgeous #rose #red #romantic #heartsandflowers @ Purple Hayze Alternative Gifts {{URL}},FOR SOMETHING DIFFERENT!! I am based in Barton North Lincs. Open Tuesday to Saturday 10 till 4 pop in and see me or find me on facebook xxx,follower_26,t_1451532966929354754,994,0,0,original
"This Sunday {{MENTION}}_Village in #stockport. Support this brilliant, thriving local event! Get some unique gifts too. What’s not to like? {{URL}}",Hoarder and dealer behind {{URL}} Regular dealer on Salvage Hunters: The Restorers,following_7,t_796726609667424256,385,0,0,original
RT {{MENTION}}: New title from Courtauld Books Online: 'Gothic Ivory Sculpture Content and Context' ed. {{MENTION}} Download: {{URL}},Mark Littler LTD 🥃 Rare bottle marketplace 🥃 Cask brokerage 🥃 Whisky investment education,follower_48,t_882332504665071616,49,0,0,original
"Looking life-like and natural, it shows the painstaking details Master Carver managed to sculpt on the set of geese. Christmas Sale Upto 20% Off Buy Now @ {{URL}} #MammothIvorySculpture #MammothIvory #IvoryAndArt #IvoryAndArt #christmassale #HolidayShopping {{URL}}",I love Art especially Carved legal ivory,seed_0,t_1070558325148971009,11,1,0,original
Nothing says summer like steaks on the grill. Here's how to choose the best cut. {{URL}} {{URL}},"Atlantic Canada’s definitive homes magazine. Published by Metro Guide Publishing, an {{MENTION}} Company.",follower_50,t_1144027590304370688,151,0,0,original
RT {{MENTION}}: What happens to my business when I make space for creativity in another part of my life? Learning to play the ukulele is ha…,"#SoulsHarbour co-founder & CEO. Serving 100,000+ meals yearly in Halifax, Bridgewater & Truro. #MissionMart 🛒 thrift store now open - 265 Susie Lake Crescent",follower_19,t_1324325713625886721,158,0,0,original
#Goodmorning A reminder of what we do here.We provide accessible #learning & guidance for socially & #economically disadvantaged groups.,A #charity enabling disadvantaged people to fulfil their potential by providing accessible #learning & guidance.,follower_33,t_586444120031232001,621,0,0,original
"Museum quality Mammoth ivory Netsuke of Samurai Carrying Bag On His Shoulder. Where are the Samurai going to with his bag hanging on his shoulders, two swords in his belt &amp; a some kid of letter on his right hand.

{{URL}}

#netsuke #ivory #mammothivory #art {{URL}}",I love Art especially Carved legal ivory,seed_r1,t_1197089880620359681,11,1,0,original
Rudolph The Red Nosed Reindeer Abominable Dentist Empty Coco Lot of 3 Tins {{URL}},We are an online ebay retail store. Thank you for following. Gnubay tries to followback. Links we create may create revenue for us when followed. Thank You.,follower_17,t_1394177654518079488,475,0,0,original
"RT {{MENTION}}_30: And don’t think we’re stupid enough to let Democrats use this to take our legal guns… Not going to happen. In fact, the aut…",MAGA Proud member of #DixieCupNation.,follower_34,t_1529253755589480448,1015,0,0,original
Levi playing with these glasses on again. Why he run into the couch tho {{URL}},For booking or collaborations email getglobalegm{{MENTION}}.com or call 612-817-7225,follower_69,t_608430685704056832,562,0,0,original
🗝Pendulum Power Class🗝Sunday March 15th 3~6 pm Learn the basic construction & attunements of a crystal pendulum. You will be provided with the basic components to create your own pendulum. Visit {{URL}} on the Hallowed Hag Mystique Boutique page for more info. {{URL}},/|\⭐~A little cottage in the woods~ Where all Magic is understood... Come sit with us for a Spell~ For we know your needs so well~⭐/|\ Awen of Avalon Seedgroup,follower_107,t_1226556973551886336,400,0,0,original
Tories pledge total ban on trade in ivory : Antiques trade gazette {{URL}} via {{MENTION}},"London's Specialist Auctioneers, previously known as 25 Blythe Road",follower_53,t_592800134167175168,74,0,0,original
"""Remember this pandemic and economic turmoil will come to an end and you will be able to look back on this time from a rosier future."" Professor Bruce Hood {{MENTION}} chats about the science of happiness & his new podcast, The Happiness Half Hour ✨ {{URL}}","Premium lifestyle magazine for the city of Bristol. Every month we print and deliver 20,000 copies 🏡{{URL}}",follower_2,t_1329016507481935872,486,0,0,original
"{{MENTION}} {{MENTION}} {{MENTION}} {{MENTION}}_Sporting_Life Thanks for RT's, have a great week all. #tunbridgewellsremovals #LiveShopLocal","Family run removals & storage firm based in Kent. Local, National, Domestic & Commercial moves. Fully insured, free quotes & advice.",follower_79,t_306695429125459969,301,0,0,original
"#MerryChristmas to All, and to All a Good Night. 🛌","#SoulsHarbour co-founder & CEO. Serving 100,000+ meals yearly in Halifax, Bridgewater & Truro. #MissionMart 🛒 thrift store now open - 265 Susie Lake Crescent",follower_19,t_1342653187921219587,158,0,0,original
RT {{MENTION}}: 💥 👉👉You're ONLINE⁉️ 🎸 Retweet & like this post💥 🎸 Reply #IFBMetal 🎸 Followback every Metalhead 🎸 Follow me {{MENTION}} 💥 👉 👉 {{MENTION}}…,Telecommunications and ICT Engineer,following_29,t_1114575268495200262,981,0,0,original
How to Decorate a Christmas Tree {{URL}},"With a focus on decorating, gardening, and cooking, Country Living beats a path home to what really matters.",following_32,t_1467917253068963848,210,0,0,original
I can switch from I can't live without you to who tf are you in seconds,just tweeting my life ,follower_55,t_797197126522507264,153,0,0,original
"X Flex Belt 2, cinturón de cuero elástico con hebilla automática, que te da extra tamaño mientras lo necesites {{URL}} {{URL}}",{{URL}} Robotics AI Web Robótica e IA #Robotics #AI #Machining #MachineLearning #Automation 🇪🇸🇬🇧🇦🇪🇮🇳🇨🇳🇦🇷🇧🇪🇧🇷🇨🇦🇩🇪🇫🇷🇮🇹🇯🇵🇰🇷🇺🇸,following_29,t_981947809124450305,199,0,0,original
"hearing ""i'm so proud of you"" when you feel like you aren't doing enough really does lift a lot of weight off of you",just tweeting my life ,follower_55,t_811725392264515584,153,0,0,original
Check out this item in my Etsy shop {{URL}} #summergreatvintagebohemianvestblackwithgoldbeadsforwomen,Selling Vintage Fashion Since 2012! Visit {{URL}},follower_6,t_875386343886655488,744,0,0,original
"#ЭкспонатДня Е.П. Бакунина с дочерью Е.А. Левашевой Неизвестный фотограф. 1865 Отпечаток на альбуминовой бумаге. 9,0 х 8,9 Коллекция фотографий Государственного музея А.С. Пушкина #экспонатдняГМП #МузейПушкина #ГосударственныйМузейПушкина #ГМП #TheStatePushkinMuseum #art {{URL}}","Музей с уникальной коллекцией мемориальных предметов А.С. Пушкина, И.С. Тургенева, А. Белого и их близкого окружения. 5 филиалов. Основатель музея А.З. Крейн.",following_37,t_1018790223122087936,326,0,0,original
Amazing Museum piece of Mammoth ivory Sculpture - Japanese Samurai Archer {{URL}} {{URL}},I love Art especially Carved legal ivory,seed_0,t_391958892835397632,11,1,0,original
"RT {{MENTION}}: We don't need a total Ivory ban, we need to save history & antiques - modern is wrong but we can't put today's values on…","Christopher Clarke Antiques specialise in military campaign furniture and travel related items. Based in Stow on the Wold, The Costwolds. UK",follower_68,t_596223429054967809,70,0,0,original
"RT {{MENTION}}: "" I went out on a April morning. All alone, for my heart was high. I was a child of the shining meadow. I was a sister of…",Rainbow Energy Artist & Author of the Moonbeam Magick Oracle Deck {{URL}} {{URL}} Sapphire’s Moonbeams on FB,follower_15,t_1378336997513822209,175,0,0,original
RT {{MENTION}}: NEW— Corrupted video footage shows the moment Ashli Babbitt and I arrived at the Speakers doors. Ashli is seen briefly tal…,"Proud father& lucky husband.#CINCINNATI #Buckeyes Advocate for Happiness,Freedom and Liberty for ALL. I follow back. Blocked by {{MENTION}}, news to me!",following_23,t_1483880057269624832,717,0,0,original
RT {{MENTION}}_: So it turns out “get vaccinated to save other people” was a farce. I think I owe a lot of people an apology. I genui…,"Wife, Christian, Conservative, retired real estate broker/investor. Mom to rescue🐕Annie. Animal lover and protector. l ❤️President Trump #MAGA #TrumpTrain",follower_102,t_1580239091794612224,285,0,0,original
RT {{MENTION}}: {{MENTION}} {{MENTION}} {{MENTION}} I like it crusty!,ANTIQUES VINTAGE AND INTERIORS,follower_53,t_581112629160210432,808,0,0,original
"RT {{MENTION}}: 🇲🇽 | AHORA: Monterrey, en México, un importante centro de negocios con 5,3 millones de personas, está racionando acceso d…",‏أوليسيس Purge FxF UxU,follower_71,t_1532930321846509570,658,0,0,original
To all my wonderful and amazing people in Europe and Australia. Please give a cheeky vote to the UK 🇬🇧 vif you like outlet song. We actually tried this year. 😂😂 #Eurovision,"I love Danny Miller, Eurovision & horror films My dream is to become a travel vlogger please help me with my surgery costs {{URL}}",following_41,t_1396210480406990852,331,0,0,original
